project_id,name,state,district,project_type,land_area_hectares,affected_families,compensation_percentage,approval_delay_days,legal_disputes_count,documentation_complete,notification_complete,possession_percentage,rehabilitation_percentage,stakeholder_responsiveness,historical_district_delay_score,current_stage,actual_delay_days,delayed_flag
LA-AN-2026-0162,Guntur Multimodal Logistics Hub & Industrial Township,Andhra Pradesh,Guntur,Industrial Corridors & SEZ,839.0,523,44.9,47,0,True,True,26.2,40.1,Medium,4.4,Compensation Disbursement,36,0
LA-OD-2026-0163,Sambalpur Block-IV Mineral Extraction & Processing Node,Odisha,Sambalpur,Mining & Coal Exploration,849.8,1976,77.1,67,5,True,True,43.0,53.1,High,6.9,Rehabilitation & Resettlement (R&R),124,1
LA-MA-2026-0164,Aurangabad Dedicated Freight Rail Freight Corridor & Terminal,Maharashtra,Aurangabad,Railways & Dedicated Freight,201.1,232,73.5,28,0,True,True,68.2,79.2,High,5.9,Final Acquisition Complete,11,0
LA-JH-2026-0165,Bokaro Ultra-Mega 500MW Solar Photovoltaic Park,Jharkhand,Bokaro,Renewable Energy & Solar Parks,815.5,910,77.6,1,0,True,True,60.1,60.9,High,6.2,Possession (Sec 38),0,0
LA-MA-2026-0166,Aurangabad Multi-Village Barrage & Micro-Irrigation Canal,Maharashtra,Aurangabad,Irrigation & Water Reservoirs,362.3,311,9.6,23,2,False,False,0.0,0.0,High,5.1,Preliminary Investigation,96,1
LA-GU-2026-0167,Rajkot Dedicated Freight Rail Freight Corridor & Terminal,Gujarat,Rajkot,Railways & Dedicated Freight,164.4,408,33.3,69,2,True,True,49.1,56.7,High,4.5,Compensation Disbursement,104,1
LA-GU-2026-0168,Surat Multimodal Logistics Hub & Industrial Township,Gujarat,Surat,Industrial Corridors & SEZ,62.9,114,14.0,13,0,True,True,0.0,0.0,Low,3.3,Notification (Sec 11),36,0
LA-JH-2026-0169,Bokaro Multimodal Logistics Hub & Industrial Township,Jharkhand,Bokaro,Industrial Corridors & SEZ,497.7,482,13.0,32,0,True,False,0.0,0.0,Medium,5.6,Preliminary Investigation,52,0
LA-TA-2026-0170,Madurai Ultra-Mega 500MW Solar Photovoltaic Park,Tamil Nadu,Madurai,Renewable Energy & Solar Parks,510.9,536,30.7,68,3,False,True,11.0,3.5,Low,4.7,Objection / Legal Hearing (Sec 15),123,1
LA-GU-2026-0171,Vadodara Dedicated Freight Rail Freight Corridor & Terminal,Gujarat,Vadodara,Railways & Dedicated Freight,581.4,1278,91.2,13,1,True,True,92.2,95.7,High,3.7,Final Acquisition Complete,0,0
LA-UT-2026-0172,Agra Multi-Village Barrage & Micro-Irrigation Canal,Uttar Pradesh,Agra,Irrigation & Water Reservoirs,133.6,260,42.5,85,1,True,True,36.9,45.1,High,5.8,Compensation Disbursement,105,1
LA-OD-2026-0173,Sundargarh Dedicated Freight Rail Freight Corridor & Terminal,Odisha,Sundargarh,Railways & Dedicated Freight,902.6,1813,10.4,25,0,False,True,0.0,0.0,Medium,6.8,Notification (Sec 11),82,1
LA-AN-2026-0174,Kurnool Block-IV Mineral Extraction & Processing Node,Andhra Pradesh,Kurnool,Mining & Coal Exploration,1062.3,1521,91.7,11,0,True,True,90.5,66.0,Medium,5.0,Final Acquisition Complete,0,0
LA-OD-2026-0175,Sambalpur Multimodal Logistics Hub & Industrial Township,Odisha,Sambalpur,Industrial Corridors & SEZ,371.9,331,62.0,72,2,True,True,19.8,42.5,High,6.5,Rehabilitation & Resettlement (R&R),103,1
LA-TA-2026-0176,Coimbatore Ultra-Mega 500MW Solar Photovoltaic Park,Tamil Nadu,Coimbatore,Renewable Energy & Solar Parks,640.6,1395,12.3,26,0,True,False,0.0,0.0,Medium,3.5,Preliminary Investigation,23,0
LA-OD-2026-0177,Bhubaneswar Block-IV Mineral Extraction & Processing Node,Odisha,Bhubaneswar,Mining & Coal Exploration,751.0,1376,7.2,0,0,False,False,0.0,0.0,High,4.8,Preliminary Investigation,30,0
LA-JH-2026-0178,Ranchi Bypass 6-Lane Expressway Expansion,Jharkhand,Ranchi,Highways & Expressways,980.5,1812,97.3,7,0,True,True,64.3,54.8,Medium,7.9,Final Acquisition Complete,0,0
LA-AN-2026-0179,Guntur Multi-Village Barrage & Micro-Irrigation Canal,Andhra Pradesh,Guntur,Irrigation & Water Reservoirs,688.9,1708,90.5,24,1,True,True,93.9,82.7,Low,4.8,Possession (Sec 38),37,0
LA-GU-2026-0180,Rajkot Dedicated Freight Rail Freight Corridor & Terminal,Gujarat,Rajkot,Railways & Dedicated Freight,612.3,837,8.5,14,0,True,True,0.0,0.0,Medium,3.6,Notification (Sec 11),13,0
LA-MA-2026-0181,Jabalpur Ultra-Mega 500MW Solar Photovoltaic Park,Madhya Pradesh,Jabalpur,Renewable Energy & Solar Parks,235.7,518,3.1,4,2,True,False,0.0,0.0,Medium,6.2,Preliminary Investigation,79,1
LA-OD-2026-0182,Balasore Block-IV Mineral Extraction & Processing Node,Odisha,Balasore,Mining & Coal Exploration,912.8,711,72.1,65,0,True,True,30.0,63.7,Medium,6.0,Rehabilitation & Resettlement (R&R),46,0
LA-TA-2026-0183,Salem Ring-Rail & Transit Oriented Development,Tamil Nadu,Salem,Urban Metros & Smart Cities,601.5,728,83.0,24,0,True,True,87.2,83.0,High,4.1,Possession (Sec 38),7,0
LA-OD-2026-0184,Bhubaneswar Multimodal Logistics Hub & Industrial Township,Odisha,Bhubaneswar,Industrial Corridors & SEZ,894.1,1013,0.1,23,2,False,True,0.0,0.0,Medium,5.0,Land Survey & Demarcation,108,1
LA-MA-2026-0185,Nagpur Bypass 6-Lane Expressway Expansion,Maharashtra,Nagpur,Highways & Expressways,130.3,209,11.8,18,0,False,False,0.0,0.0,High,4.2,Preliminary Investigation,45,0
LA-MA-2026-0186,Aurangabad Dedicated Freight Rail Freight Corridor & Terminal,Maharashtra,Aurangabad,Railways & Dedicated Freight,224.2,232,34.5,19,3,True,True,16.7,28.8,Medium,5.6,Rehabilitation & Resettlement (R&R),92,1
LA-OD-2026-0187,Jharsuguda Block-IV Mineral Extraction & Processing Node,Odisha,Jharsuguda,Mining & Coal Exploration,1139.9,1327,12.1,21,2,False,False,0.0,0.0,High,5.8,Preliminary Investigation,91,1
LA-UT-2026-0188,Gorakhpur Block-IV Mineral Extraction & Processing Node,Uttar Pradesh,Gorakhpur,Mining & Coal Exploration,1158.4,2823,10.4,20,0,False,True,0.0,0.0,High,6.0,Land Survey & Demarcation,63,1
LA-GU-2026-0189,Vadodara Ultra-Mega 500MW Solar Photovoltaic Park,Gujarat,Vadodara,Renewable Energy & Solar Parks,826.0,1321,6.9,28,0,False,True,0.0,0.0,Medium,4.0,Land Survey & Demarcation,66,1
LA-MA-2026-0190,Nashik Block-IV Mineral Extraction & Processing Node,Maharashtra,Nashik,Mining & Coal Exploration,865.4,1798,14.9,34,2,False,True,0.0,0.0,High,4.9,Land Survey & Demarcation,96,1
LA-GU-2026-0191,Ahmedabad Ultra-Mega 500MW Solar Photovoltaic Park,Gujarat,Ahmedabad,Renewable Energy & Solar Parks,153.5,152,2.5,36,0,False,True,0.0,0.0,High,4.0,Notification (Sec 11),62,1
LA-TA-2026-0192,Salem Multimodal Logistics Hub & Industrial Township,Tamil Nadu,Salem,Industrial Corridors & SEZ,680.6,1276,81.2,16,1,True,True,78.5,84.0,Medium,3.7,Final Acquisition Complete,11,0
LA-JH-2026-0193,Bokaro Bypass 6-Lane Expressway Expansion,Jharkhand,Bokaro,Highways & Expressways,434.3,515,7.8,6,2,False,True,0.0,0.0,High,6.6,Land Survey & Demarcation,84,1
LA-MA-2026-0194,Jabalpur Bypass 6-Lane Expressway Expansion,Madhya Pradesh,Jabalpur,Highways & Expressways,786.4,1458,89.0,81,2,True,True,19.8,23.7,High,6.0,Compensation Disbursement,87,1
LA-OD-2026-0195,Jharsuguda Multi-Village Barrage & Micro-Irrigation Canal,Odisha,Jharsuguda,Irrigation & Water Reservoirs,891.4,2020,6.4,13,0,True,False,0.0,0.0,Medium,6.4,Preliminary Investigation,32,0
LA-MA-2026-0196,Aurangabad Block-IV Mineral Extraction & Processing Node,Maharashtra,Aurangabad,Mining & Coal Exploration,562.6,576,28.5,19,3,False,True,9.6,11.9,Medium,5.2,Objection / Legal Hearing (Sec 15),103,1
LA-MA-2026-0197,Indore Ultra-Mega 500MW Solar Photovoltaic Park,Madhya Pradesh,Indore,Renewable Energy & Solar Parks,814.7,917,1.8,32,0,False,True,0.0,0.0,High,4.1,Notification (Sec 11),66,1
LA-UT-2026-0198,Kanpur Multimodal Logistics Hub & Industrial Township,Uttar Pradesh,Kanpur,Industrial Corridors & SEZ,677.0,1001,4.7,22,0,False,True,0.0,0.0,Low,6.0,Land Survey & Demarcation,93,1
LA-OD-2026-0199,Jharsuguda Multimodal Logistics Hub & Industrial Township,Odisha,Jharsuguda,Industrial Corridors & SEZ,513.4,1119,72.5,1,0,True,True,61.2,88.1,Medium,6.2,Possession (Sec 38),1,0
LA-AN-2026-0200,Vijayawada Multi-Village Barrage & Micro-Irrigation Canal,Andhra Pradesh,Vijayawada,Irrigation & Water Reservoirs,625.2,1028,86.3,24,0,True,True,99.6,77.1,High,4.7,Final Acquisition Complete,3,0
LA-GU-2026-0201,Ahmedabad Ring-Rail & Transit Oriented Development,Gujarat,Ahmedabad,Urban Metros & Smart Cities,553.4,662,6.6,13,0,True,False,0.0,0.0,High,3.3,Preliminary Investigation,6,0
LA-GU-2026-0202,Surat Ring-Rail & Transit Oriented Development,Gujarat,Surat,Urban Metros & Smart Cities,694.8,1087,2.5,18,1,False,False,0.0,0.0,High,3.8,Preliminary Investigation,75,1
LA-MA-2026-0203,Nagpur Block-IV Mineral Extraction & Processing Node,Maharashtra,Nagpur,Mining & Coal Exploration,849.2,649,4.8,31,2,True,True,0.0,0.0,Medium,4.6,Land Survey & Demarcation,89,1
LA-AN-2026-0204,Kurnool Ring-Rail & Transit Oriented Development,Andhra Pradesh,Kurnool,Urban Metros & Smart Cities,498.3,996,13.2,20,2,False,True,0.0,0.0,High,5.5,Notification (Sec 11),101,1
LA-MA-2026-0205,Nashik Ring-Rail & Transit Oriented Development,Maharashtra,Nashik,Urban Metros & Smart Cities,492.3,1199,84.8,18,1,True,True,72.9,64.2,Medium,5.5,Final Acquisition Complete,15,0
LA-MA-2026-0206,Jabalpur Multimodal Logistics Hub & Industrial Township,Madhya Pradesh,Jabalpur,Industrial Corridors & SEZ,44.1,104,83.7,29,1,True,True,99.7,71.4,Medium,5.3,Possession (Sec 38),20,0
LA-AN-2026-0207,Vijayawada Block-IV Mineral Extraction & Processing Node,Andhra Pradesh,Vijayawada,Mining & Coal Exploration,121.8,222,11.8,16,3,True,True,9.4,14.5,Low,4.0,Compensation Assessment,104,1
LA-MA-2026-0208,Bhopal Bypass 6-Lane Expressway Expansion,Madhya Pradesh,Bhopal,Highways & Expressways,842.3,1797,6.3,4,2,True,False,0.0,0.0,Medium,5.5,Preliminary Investigation,70,1
LA-MA-2026-0209,Pune Ring-Rail & Transit Oriented Development,Maharashtra,Pune,Urban Metros & Smart Cities,778.9,1444,8.4,28,0,False,True,0.0,0.0,Medium,4.1,Land Survey & Demarcation,68,1
LA-UT-2026-0210,Agra Bypass 6-Lane Expressway Expansion,Uttar Pradesh,Agra,Highways & Expressways,909.1,1526,14.4,15,0,False,True,0.0,0.0,Medium,5.4,Land Survey & Demarcation,60,1
LA-OD-2026-0211,Balasore Multimodal Logistics Hub & Industrial Township,Odisha,Balasore,Industrial Corridors & SEZ,1021.3,1855,7.8,25,0,False,False,0.0,0.0,Medium,5.4,Preliminary Investigation,74,1
LA-OD-2026-0212,Jharsuguda Bypass 6-Lane Expressway Expansion,Odisha,Jharsuguda,Highways & Expressways,1069.3,560,79.5,11,0,True,True,75.5,91.9,High,6.3,Final Acquisition Complete,0,0
LA-MA-2026-0213,Bhopal Bypass 6-Lane Expressway Expansion,Madhya Pradesh,Bhopal,Highways & Expressways,1139.7,1476,10.7,44,2,False,False,0.0,0.0,High,5.1,Preliminary Investigation,117,1
LA-UT-2026-0214,Gorakhpur Ring-Rail & Transit Oriented Development,Uttar Pradesh,Gorakhpur,Urban Metros & Smart Cities,655.3,839,12.5,19,0,False,True,0.0,0.0,High,6.7,Land Survey & Demarcation,59,1
LA-OD-2026-0215,Bhubaneswar Ultra-Mega 500MW Solar Photovoltaic Park,Odisha,Bhubaneswar,Renewable Energy & Solar Parks,388.4,770,1.8,44,0,False,False,0.0,0.0,Low,4.4,Preliminary Investigation,110,1
LA-TA-2026-0216,Madurai Block-IV Mineral Extraction & Processing Node,Tamil Nadu,Madurai,Mining & Coal Exploration,931.4,520,4.1,45,1,True,True,0.0,0.0,High,4.5,Notification (Sec 11),69,1
LA-MA-2026-0217,Gwalior Dedicated Freight Rail Freight Corridor & Terminal,Madhya Pradesh,Gwalior,Railways & Dedicated Freight,209.8,429,68.8,11,0,True,True,14.6,52.0,Medium,5.8,Compensation Disbursement,11,0
LA-TA-2026-0218,Salem Bypass 6-Lane Expressway Expansion,Tamil Nadu,Salem,Highways & Expressways,968.7,1867,76.7,8,0,True,True,69.9,95.8,Low,4.5,Final Acquisition Complete,4,0
LA-MA-2026-0219,Aurangabad Ultra-Mega 500MW Solar Photovoltaic Park,Maharashtra,Aurangabad,Renewable Energy & Solar Parks,1146.0,730,4.2,5,1,False,False,0.0,0.0,High,5.2,Preliminary Investigation,66,1
LA-TA-2026-0220,Coimbatore Dedicated Freight Rail Freight Corridor & Terminal,Tamil Nadu,Coimbatore,Railways & Dedicated Freight,457.7,1118,93.3,4,0,True,True,89.3,77.3,Low,4.0,Possession (Sec 38),0,0
LA-JH-2026-0221,Dhanbad Bypass 6-Lane Expressway Expansion,Jharkhand,Dhanbad,Highways & Expressways,26.7,48,72.3,72,3,True,True,14.2,41.5,Low,7.0,Compensation Disbursement,121,1
LA-UT-2026-0222,Gorakhpur Ultra-Mega 500MW Solar Photovoltaic Park,Uttar Pradesh,Gorakhpur,Renewable Energy & Solar Parks,848.5,1056,30.5,85,0,False,True,13.8,21.7,High,6.7,Rehabilitation & Resettlement (R&R),126,1
LA-UT-2026-0223,Varanasi Multi-Village Barrage & Micro-Irrigation Canal,Uttar Pradesh,Varanasi,Irrigation & Water Reservoirs,398.7,416,38.2,31,0,True,True,41.2,44.2,High,6.2,Compensation Disbursement,25,0
LA-GU-2026-0224,Ahmedabad Block-IV Mineral Extraction & Processing Node,Gujarat,Ahmedabad,Mining & Coal Exploration,336.4,248,90.6,6,0,True,True,93.1,84.8,Medium,3.3,Possession (Sec 38),0,0
LA-OD-2026-0225,Sundargarh Ring-Rail & Transit Oriented Development,Odisha,Sundargarh,Urban Metros & Smart Cities,61.5,80,11.2,29,0,True,True,0.0,0.0,Low,6.9,Land Survey & Demarcation,71,1
LA-UT-2026-0226,Lucknow Dedicated Freight Rail Freight Corridor & Terminal,Uttar Pradesh,Lucknow,Railways & Dedicated Freight,992.8,1235,32.6,13,0,True,True,8.7,5.2,Medium,5.7,Objection / Legal Hearing (Sec 15),11,0
LA-MA-2026-0227,Indore Bypass 6-Lane Expressway Expansion,Madhya Pradesh,Indore,Highways & Expressways,1132.2,680,6.5,31,2,False,False,0.0,0.0,Low,4.6,Preliminary Investigation,111,1
LA-GU-2026-0228,Surat Multi-Village Barrage & Micro-Irrigation Canal,Gujarat,Surat,Irrigation & Water Reservoirs,65.7,114,4.4,3,2,False,True,0.0,0.0,Low,3.3,Land Survey & Demarcation,94,1
LA-UT-2026-0229,Agra Multimodal Logistics Hub & Industrial Township,Uttar Pradesh,Agra,Industrial Corridors & SEZ,958.9,2376,80.8,16,1,True,True,81.8,74.2,Medium,5.7,Final Acquisition Complete,19,0
LA-UT-2026-0230,Lucknow Ring-Rail & Transit Oriented Development,Uttar Pradesh,Lucknow,Urban Metros & Smart Cities,93.8,232,36.8,35,1,True,True,15.0,19.5,Medium,5.6,Compensation Assessment,60,1
LA-JH-2026-0231,Dhanbad Ring-Rail & Transit Oriented Development,Jharkhand,Dhanbad,Urban Metros & Smart Cities,231.9,390,10.5,45,0,False,True,0.0,0.0,Medium,6.7,Land Survey & Demarcation,94,1
LA-UT-2026-0232,Kanpur Multi-Village Barrage & Micro-Irrigation Canal,Uttar Pradesh,Kanpur,Irrigation & Water Reservoirs,388.1,574,77.0,10,0,True,True,68.8,76.3,High,6.2,Final Acquisition Complete,3,0
LA-UT-2026-0233,Gorakhpur Block-IV Mineral Extraction & Processing Node,Uttar Pradesh,Gorakhpur,Mining & Coal Exploration,50.7,84,11.6,4,1,False,False,0.0,0.0,Medium,6.6,Preliminary Investigation,76,1
LA-GU-2026-0234,Ahmedabad Multimodal Logistics Hub & Industrial Township,Gujarat,Ahmedabad,Industrial Corridors & SEZ,955.4,2313,36.3,85,1,True,True,48.7,49.7,Medium,4.1,Rehabilitation & Resettlement (R&R),108,1
LA-AN-2026-0235,Vijayawada Ultra-Mega 500MW Solar Photovoltaic Park,Andhra Pradesh,Vijayawada,Renewable Energy & Solar Parks,1024.6,2091,36.8,23,5,True,True,22.7,55.4,High,4.6,Rehabilitation & Resettlement (R&R),107,1
LA-MA-2026-0236,Nagpur Bypass 6-Lane Expressway Expansion,Maharashtra,Nagpur,Highways & Expressways,549.8,566,29.4,59,0,True,True,20.3,20.4,High,4.3,Compensation Disbursement,42,0
LA-UT-2026-0237,Agra Bypass 6-Lane Expressway Expansion,Uttar Pradesh,Agra,Highways & Expressways,951.8,1576,76.8,9,0,True,True,78.1,90.0,Low,5.7,Possession (Sec 38),13,0
LA-MA-2026-0238,Pune Bypass 6-Lane Expressway Expansion,Maharashtra,Pune,Highways & Expressways,1131.7,2779,99.6,30,0,True,True,95.7,85.2,Medium,4.2,Final Acquisition Complete,6,0
LA-GU-2026-0239,Surat Multi-Village Barrage & Micro-Irrigation Canal,Gujarat,Surat,Irrigation & Water Reservoirs,873.4,1711,78.4,17,1,True,True,69.5,52.5,High,4.0,Final Acquisition Complete,11,0
LA-TA-2026-0240,Chennai Ultra-Mega 500MW Solar Photovoltaic Park,Tamil Nadu,Chennai,Renewable Energy & Solar Parks,259.6,143,78.8,25,0,True,True,63.3,92.2,High,4.8,Possession (Sec 38),6,0
LA-AN-2026-0241,Visakhapatnam Multi-Village Barrage & Micro-Irrigation Canal,Andhra Pradesh,Visakhapatnam,Irrigation & Water Reservoirs,244.2,143,42.1,20,0,True,True,43.5,43.2,Medium,4.0,Compensation Disbursement,8,0
LA-GU-2026-0242,Surat Multi-Village Barrage & Micro-Irrigation Canal,Gujarat,Surat,Irrigation & Water Reservoirs,832.3,1974,77.1,1,1,True,True,72.0,69.7,High,3.8,Final Acquisition Complete,0,0
LA-UT-2026-0243,Lucknow Dedicated Freight Rail Freight Corridor & Terminal,Uttar Pradesh,Lucknow,Railways & Dedicated Freight,974.9,733,44.6,38,1,False,True,6.5,19.9,Medium,5.6,Objection / Legal Hearing (Sec 15),86,1
LA-MA-2026-0244,Pune Block-IV Mineral Extraction & Processing Node,Maharashtra,Pune,Mining & Coal Exploration,563.3,1265,88.7,4,0,True,True,80.9,71.0,Medium,4.3,Final Acquisition Complete,0,0
LA-MA-2026-0245,Pune Ultra-Mega 500MW Solar Photovoltaic Park,Maharashtra,Pune,Renewable Energy & Solar Parks,1056.5,1086,62.2,89,1,False,True,28.9,23.6,High,4.3,Compensation Disbursement,113,1
LA-GU-2026-0246,Ahmedabad Bypass 6-Lane Expressway Expansion,Gujarat,Ahmedabad,Highways & Expressways,1107.0,2539,94.5,27,0,True,True,72.1,64.0,Low,3.8,Possession (Sec 38),5,0
LA-OD-2026-0247,Sambalpur Block-IV Mineral Extraction & Processing Node,Odisha,Sambalpur,Mining & Coal Exploration,881.3,1506,25.5,52,4,True,True,13.7,8.1,Low,6.7,Compensation Assessment,122,1
LA-UT-2026-0248,Lucknow Ring-Rail & Transit Oriented Development,Uttar Pradesh,Lucknow,Urban Metros & Smart Cities,1058.2,590,95.0,1,0,True,True,93.5,62.5,Medium,4.8,Final Acquisition Complete,0,0
LA-AN-2026-0249,Guntur Bypass 6-Lane Expressway Expansion,Andhra Pradesh,Guntur,Highways & Expressways,309.3,457,14.4,22,1,False,False,0.0,0.0,Medium,5.0,Preliminary Investigation,82,1
LA-AN-2026-0250,Visakhapatnam Ultra-Mega 500MW Solar Photovoltaic Park,Andhra Pradesh,Visakhapatnam,Renewable Energy & Solar Parks,1032.1,1852,19.4,65,0,False,True,6.1,0.4,Medium,3.8,Objection / Legal Hearing (Sec 15),99,1
LA-JH-2026-0251,Dhanbad Multimodal Logistics Hub & Industrial Township,Jharkhand,Dhanbad,Industrial Corridors & SEZ,523.0,655,18.8,18,3,False,True,7.0,13.5,Low,6.6,Compensation Assessment,104,1
LA-TA-2026-0252,Madurai Block-IV Mineral Extraction & Processing Node,Tamil Nadu,Madurai,Mining & Coal Exploration,1037.3,1060,83.0,86,0,True,True,22.0,22.5,High,3.8,Compensation Disbursement,43,0
LA-UT-2026-0253,Lucknow Multi-Village Barrage & Micro-Irrigation Canal,Uttar Pradesh,Lucknow,Irrigation & Water Reservoirs,481.2,274,62.2,70,5,True,True,17.6,51.3,Medium,5.0,Rehabilitation & Resettlement (R&R),130,1
LA-UT-2026-0254,Kanpur Block-IV Mineral Extraction & Processing Node,Uttar Pradesh,Kanpur,Mining & Coal Exploration,921.4,798,80.1,27,1,True,True,63.6,67.8,Medium,5.5,Final Acquisition Complete,28,0
LA-TA-2026-0255,Madurai Multi-Village Barrage & Micro-Irrigation Canal,Tamil Nadu,Madurai,Irrigation & Water Reservoirs,1043.0,1738,1.1,43,0,True,False,0.0,0.0,High,4.6,Preliminary Investigation,45,0
LA-GU-2026-0256,Ahmedabad Block-IV Mineral Extraction & Processing Node,Gujarat,Ahmedabad,Mining & Coal Exploration,1185.0,2708,34.3,52,3,True,True,44.5,24.0,Medium,4.1,Rehabilitation & Resettlement (R&R),112,1
LA-JH-2026-0257,Ranchi Ultra-Mega 500MW Solar Photovoltaic Park,Jharkhand,Ranchi,Renewable Energy & Solar Parks,600.3,1216,9.2,25,2,False,True,0.0,0.0,High,7.7,Land Survey & Demarcation,96,1
LA-GU-2026-0258,Ahmedabad Bypass 6-Lane Expressway Expansion,Gujarat,Ahmedabad,Highways & Expressways,914.3,1428,25.3,26,2,True,True,39.3,26.3,Low,3.5,Compensation Disbursement,88,1
LA-AN-2026-0259,Vijayawada Multi-Village Barrage & Micro-Irrigation Canal,Andhra Pradesh,Vijayawada,Irrigation & Water Reservoirs,725.7,853,99.9,24,0,True,True,73.7,95.1,Medium,4.8,Final Acquisition Complete,10,0
LA-GU-2026-0260,Ahmedabad Multimodal Logistics Hub & Industrial Township,Gujarat,Ahmedabad,Industrial Corridors & SEZ,717.9,601,9.8,40,2,True,False,0.0,0.0,Medium,3.2,Preliminary Investigation,85,1
LA-JH-2026-0261,Hazaribagh Bypass 6-Lane Expressway Expansion,Jharkhand,Hazaribagh,Highways & Expressways,835.5,1114,8.2,13,0,False,False,0.0,0.0,Low,6.1,Preliminary Investigation,87,1
LA-MA-2026-0262,Aurangabad Ring-Rail & Transit Oriented Development,Maharashtra,Aurangabad,Urban Metros & Smart Cities,626.1,1086,11.8,38,0,False,True,0.0,0.0,Medium,5.1,Notification (Sec 11),82,1
LA-OD-2026-0263,Sundargarh Multi-Village Barrage & Micro-Irrigation Canal,Odisha,Sundargarh,Irrigation & Water Reservoirs,833.6,1218,10.4,24,3,False,True,1.3,2.2,Low,6.6,Objection / Legal Hearing (Sec 15),104,1
LA-MA-2026-0264,Pune Block-IV Mineral Extraction & Processing Node,Maharashtra,Pune,Mining & Coal Exploration,570.5,399,11.4,19,3,True,True,4.4,16.0,Low,4.5,Compensation Assessment,94,1
LA-JH-2026-0265,Ranchi Block-IV Mineral Extraction & Processing Node,Jharkhand,Ranchi,Mining & Coal Exploration,1147.2,1189,81.2,30,0,True,True,73.7,55.7,High,7.1,Possession (Sec 38),17,0
LA-GU-2026-0266,Rajkot Bypass 6-Lane Expressway Expansion,Gujarat,Rajkot,Highways & Expressways,843.0,520,2.4,36,2,False,True,0.0,0.0,High,4.4,Land Survey & Demarcation,110,1
LA-GU-2026-0267,Vadodara Multimodal Logistics Hub & Industrial Township,Gujarat,Vadodara,Industrial Corridors & SEZ,592.6,874,6.6,41,1,True,True,0.0,0.0,Medium,4.3,Land Survey & Demarcation,84,1
LA-OD-2026-0268,Sundargarh Multi-Village Barrage & Micro-Irrigation Canal,Odisha,Sundargarh,Irrigation & Water Reservoirs,591.3,1080,15.2,6,0,False,True,12.4,17.8,Medium,7.2,Objection / Legal Hearing (Sec 15),64,1
LA-MA-2026-0269,Gwalior Dedicated Freight Rail Freight Corridor & Terminal,Madhya Pradesh,Gwalior,Railways & Dedicated Freight,1164.9,699,66.8,83,3,False,True,26.1,26.7,High,5.4,Compensation Disbursement,140,1
